ID Number,Title,Preferred Language,Gender,Relationship Types,Faculty of Graduation,Year of Graduation,Province,Lifetime Giving,Year of Last Gift,Year of First Gift,Largest Gift,Events Attended in Lifetime,Past Traveler Y/N,# of Instances of Volunteering,# of Clicks in the Past Month
139416,,E,M,Graduate,Medicine -- General,1986,NB,0,,,,11,N,3,2
139417,,E,M,Graduate,Arts -- General,1982,QC,0,,,,12,N,3,18
139418,,E,M,Graduate,Arts -- General,1959,BC,0,,,,4,N,0,7
139419,,E,M,Graduate,Management,1995,NL,0,,,,1,N,1,10
139420,,E,M,Graduate,Education -- General,1961,QC,0,,,,8,N,2,1
139421,,E,M,Graduate,Religious Studies,2011,BC,0,,,,9,N,2,16
139422,, ,F,Graduate,Arts -- Social Work,1978,NL,0,,,,2,N,0,0
139423,,E,F,Graduate,Medicine -- Nursing,1955,BC,0,,,,6,N,0,1
139424,,E,M,"Graduate, Past Parent",Arts -- Information (Library) Studies,2005,QC,3202,2013,2008,704,0,N,3,17
139425,, ,M,Graduate,Continuing Education,1984,BC,38912,1983,1983,24125,0,N,0,20
139426,,E,F,Graduate,Arts -- General,1969,AB,0,,,,3,Y,1,2
139427,,E,F,Graduate,Engineer -- General,1990,ON,0,,,,12,N,1,9
139428,, ,F,Graduate,Medicine -- Nursing,1956,QC,24767,1985,1974,2477,10,Y,2,18
139429,,E,M,Graduate,Arts -- General,1943,QC,0,,,,15,N,0,21
139430,, ,M,Graduate,Management,1965,ON,8977,1966,1965,3950,0,N,3,4
139431,,E,F,Graduate,Arts -- Social Work,1971,AB,13785,1995,1988,2343,6,N,3,17
139432,,E,M,Graduate,Arts -- General,1952,QC,0,,,,0,N,0,9
139433,,E,F,Graduate,Arts -- General,1991,AB,0,,,,1,N,1,2
139434,President,E,F,"Graduate, Former Faculty/Staff",Engineer -- General,2012,ON,0,,,,8,N,2,19
139435,, ,M,Graduate,Arts -- General,2003,ON,0,,,,10,N,2,19
139436,,E,M,Graduate,Arts -- General,2002,BC,0,,,,14,N,0,21
139437,, ,F,Graduate,Science -- General,1988,SK,26668,2007,1989,21334,15,N,0,19
139438,,E,F,"Graduate, Past Parent",Management,1948,ON,0,,,,0,Y,3,10
139439,,E,F,Graduate,Arts -- General,1977,BC,0,,,,3,N,0,6
139440,, ,F,Graduate,Science -- General,1958,ON,28924,1964,1958,12727,15,N,1,16
139441,,E,F,Graduate,Arts -- General,1983,ON,0,,,,3,N,1,4
139442,,E,F,Graduate,Science -- Computer,2005,ON,15404,2009,2009,6778,11,N,2,17
139443,President,E,F,Graduate,Medicine -- Nursing,1943,QC,46369,1971,1951,31531,8,N,0,20
139444,, ,M,Graduate,Arts -- General,1976,ON,11615,1975,1975,8595,14,N,3,19
139445,,E,M,Graduate,Arts -- General,2013,NL,0,,,,6,N,3,17
139446,,E,F,Graduate,Arts -- General,1971,BC,0,,,,13,N,0,22
139447,, ,F,Graduate,Management,1998,NB,0,,,,11,N,1,0
139448,,E,F,Graduate,Education -- General,1989,QC,632,2007,1999,562,11,N,2,10
139449,,E,F,"Graduate, Former Faculty/Staff",Medicine -- Nursing,1973,QC,0,,,,2,N,2,0
139450,CEO,E,F,Graduate,Arts -- General,1999,QC,0,,,,9,N,0,5
139451,,E,M,Graduate,Arts -- General,2009,QC,0,,,,3,N,0,21
139452,"Chairman, CEO",E,F,Graduate,Management,1944,ON,0,,,,2,N,3,6
139453,,E,F,"Graduate, Past Parent",Continuing Education,1994,BC,0,,,,4,N,0,8
139454,, ,M,Graduate,Music,1974,QC,0,,,,13,N,1,17
139455,,F,F,Graduate,Law,1963,ON,0,,,,10,N,1,10
139456,,E,F,"Graduate, Student",Music,2014,NS,0,,,,11,N,2,8
139457,,E,M,Graduate,Arts -- Information (Library) Studies,1973,NB,0,,,,7,N,0,20
139458,,E,F,Graduate,Science -- General,2007,ON,0,,,,15,N,3,19
139459,,E,F,Graduate,Music,1975,QC,0,,,,5,N,3,19
139460,,E,M,Graduate,Education -- General,2007,AB,0,,,,9,N,0,23
139461,,E,F,Graduate,Education -- General,2005,ON,0,,,,9,N,1,6
139462,, ,F,Graduate,Arts -- General,1953,ON,0,,,,13,N,2,6
139463,,E,M,Graduate,Arts -- General,2003,ON,0,,,,7,Y,2,18
139464,,E,F,Graduate,Science -- Computer,1949,ON,0,,,,2,N,0,6
139465,,E,F,Graduate,Arts -- General,1955,ON,0,,,,11,N,0,15
139466,,E,M,Graduate,Management,1970,ON,0,,,,2,N,3,7
139467,,E,F,Graduate,Engineer -- General,1970,ON,0,,,,2,N,0,18
139468,, ,M,Graduate,Arts -- General,2011,ON,42291,2011,2011,28335,11,Y,1,17
139469,,E,F,Graduate,Law,1956,ON,38126,1961,1957,27451,1,N,1,15
139470,, ,F,Graduate,Engineer -- General,1992,ON,0,,,,11,N,2,17
139471,,E,F,Graduate,Agr&Env -- General,1968,AB,0,,,,15,N,0,3
139472,, ,M,Graduate,Management,1979,ON,0,,,,3,N,3,2
139473,,E,F,Graduate,Arts -- General,1998,QC,0,,,,1,Y,3,8
139474,,E,M,Graduate,Science -- General,1970,QC,0,,,,3,N,0,8
139475,,E,F,Graduate,Science -- General,1991,QC,0,,,,9,N,1,18
139476,,E,F,Graduate,Arts -- General,1963,NB,0,,,,14,N,2,17
139477,, ,M,Graduate,Science -- General,2003,ON,47387,2003,2002,35540,15,N,2,17
139478,,E,F,Graduate,Science -- General,1961,AB,0,,,,12,N,0,21
139479,,F,M,Graduate,Management,1996,ON,9741,2001,2000,4578,1,N,0,2
139480,President,F,M,Graduate,Arts -- General,1978,ON,44687,1994,1984,7597,6,N,3,20
139481,, ,M,Graduate,Science -- General,1971,ON,30267,1981,1977,7869,0,N,0,20
139482,, ,M,Graduate,Medicine -- POT,1975,QC,0,,,,15,N,1,1
139483,,E,F,Graduate,Management,2004,QC,0,,,,11,Y,1,11
139484,,E,M,Graduate,Music,1964,SK,0,,,,13,N,2,5
139485,,E,F,Graduate,Management,1967,AB,0,,,,6,Y,0,10
139486,, ,M,Graduate,Management,1994,MB,0,,,,9,N,3,23
139487,,E,M,Graduate,Science -- General,1988,ON,0,,,,14,N,3,7
139488,,E,M,Graduate,Science -- General,1949,BC,0,,,,5,N,0,1
139489,President,E,M,Graduate,Medicine -- POT,1978,ON,0,,,,10,N,1,12
139490,,F,M,Graduate,Management,2003,ON,0,,,,2,N,2,23
139491,, ,M,Graduate,Arts -- General,1944,ON,0,,,,6,N,2,11
139492,,E,F,Graduate,Management,1942,ON,0,,,,0,N,0,12
139493,, ,M,Graduate,Science -- Computer,1942,ON,0,,,,7,N,0,0
139494,,E,M,Graduate,Medicine -- POT,2010,QC,46482,2010,2010,5578,0,N,3,15
139495,, ,M,Graduate,Arts -- General,1950,ON,0,,,,8,N,0,6
139496,,E,F,Graduate,Management,1965,ON,0,,,,9,N,1,16
139497,, ,M,Graduate,Management,1975,ON,0,,,,5,Y,1,16
139498,,E,F,Graduate,Science -- General,2003,NL,0,,,,6,N,2,7
139499,,E,F,Graduate,Management,1979,NB,0,,,,11,N,0,8
139500,,E,M,Graduate,Management,1998,AB,0,,,,5,N,3,21
139501,, ,F,Graduate,Continuing Education,1990,QC,40821,2006,2006,12655,3,N,3,18
139502,,E,M,Graduate,Science -- General,1994,BC,0,,,,1,N,0,5
139503,CEO,F,F,Graduate,Arts -- General,1972,BC,15162,1969,1969,11978,12,N,1,16
139504,,E,F,Graduate,Continuing Education,1968,QC,0,,,,2,N,2,11
139505,,E,M,Graduate,Science -- General,1959,BC,0,,,,7,N,2,8
139506,, ,F,Graduate,Continuing Education,2010,ON,0,,,,10,N,0,11
139507,,E,F,Graduate,Science -- General,1950,ON,0,,,,0,N,0,12
139508,,E,M,Graduate,Music,1967,QC,0,,,,14,N,3,1
139509,,E,F,Graduate,Medicine -- General,1959,ON,0,,,,0,N,0,17
139510,,E,M,Graduate,Medicine -- General,1995,ON,0,,,,13,N,1,22
139511,,E,F,Graduate,Science -- General,1969,MB,0,,,,5,N,1,1
139512,,E,F,Graduate,Education -- General,1967,QC,0,,,,8,Y,2,23
139513,, ,M,Graduate,Arts -- Information (Library) Studies,1987,ON,0,,,,9,N,0,10
139514,,E,F,Graduate,Management,1963,NB,0,,,,4,Y,3,10
139515,,F,M,Graduate,Engineer -- General,1954,AB,0,,,,15,N,3,4
139516,,E,M,Graduate,Engineer -- Architect,1944,ON,0,,,,9,N,0,22
139517,CEO,E,F,Graduate,Management,1968,ON,0,,,,13,N,1,14
139518,,E,F,Graduate,Arts -- General,1945,ON,0,,,,10,Y,2,7
139519,President,F,M,Graduate,Management,1970,QC,0,,,,10,N,2,8
139520,,F,F,Graduate,Arts -- General,1968,BC,0,,,,0,N,0,6
139521,,E,F,Graduate,Arts -- General,1946,NB,0,,,,13,N,0,15
139522,,E,F,Graduate,Law,1969,ON,0,,,,8,N,3,3
139523,,E,F,Graduate,Medicine -- General,1987,QC,0,,,,7,N,0,6
139524,, ,M,Graduate,Arts -- General,2000,SK,45615,2001,2000,20983,7,N,1,20
139525,,E,M,"Graduate, Past Student",Science -- General,1989,BC,0,,,,0,N,1,21
139526,, ,M,Graduate,Arts -- General,1991,ON,486,2004,1998,136,7,N,2,12
139527,,E,M,Graduate,Law,2010,NB,0,,,,5,N,0,14
139528,,E,M,Graduate,Science -- General,1990,ON,19381,1995,1989,4651,7,N,3,15
139529,,E,M,Graduate,Education -- General,1979,NL,24588,1999,1989,10081,5,N,3,20
139530,President,E,M,"Graduate, Former Faculty/Staff",Management,1963,BC,22450,1986,1977,9878,15,Y,0,19
139531,,E,M,Graduate,Law,1942,BC,0,,,,8,N,1,23
139532,,E,M,"Graduate, Former Faculty/Staff",Arts -- General,1954,ON,0,,,,1,N,2,10
139533,President, ,F,Graduate,Education -- General,1984,AB,0,,,,11,N,2,6
139534,,E,F,Graduate,Arts -- General,2002,BC,2708,2011,2002,2031,15,N,0,6
139535,,E,M,Graduate,Arts -- General,1959,ON,0,,,,0,N,0,10
139536,,E,M,Graduate,Continuing Education,1946,ON,30497,1962,1955,30192,10,Y,3,17
139537,,E,M,Graduate,Arts -- Social Work,1940,ON,0,,,,7,N,0,15
139538,,E,F,Graduate,Arts -- General,1995,BC,42695,2011,2002,33302,3,N,1,18
139539,, ,M,Graduate,Science -- Computer,1983,ON,0,,,,1,Y,1,15
139540,,E,F,Graduate,Management,2013,ON,4042,2013,2013,1455,12,N,2,15
139541,,E,F,Graduate,Education -- General,1939,ON,0,,,,12,N,0,19
139542,CEO,E,M,Graduate,Management,1971,QC,0,,,,0,N,3,23
139543,,E,F,Graduate,Engineer -- General,1973,QC,22782,1971,1971,3189,4,N,3,19
139544,,F,M,Graduate,Law,1992,BC,0,,,,2,N,0,18
139545,,E,M,Graduate,Management,1975,ON,0,,,,10,N,1,9
139546,, ,F,Graduate,Law,2007,QC,0,,,,12,N,2,11
139547,, ,F,Graduate,Engineer -- General,1945,ON,0,,,,0,N,2,5
139548,, ,M,Graduate,Arts -- General,1947,NB,0,,,,1,Y,0,1
139549,,E,M,Graduate,Management,1999,AB,11034,2011,2002,10372,1,N,0,20
139550,, ,M,Graduate,Science -- General,1949,SK,0,,,,14,N,3,7
139551,,E,M,Graduate,Arts -- General,1999,AB,1739,2007,1998,956,3,N,0,1
139552,,F,M,Graduate,Science -- General,1984,NB,0,,,,6,N,1,10
139553,,E,M,Graduate,Arts -- General,1947,QC,0,,,,5,N,1,9
139554,,E,M,Graduate,Management,1977,BC,25475,1989,1988,23437,0,N,2,18
139555,,E,F,"Graduate, Current Parent",Engineer -- General,2001,NB,14364,2005,2001,11348,4,N,0,20
139556,,F,M,Graduate,Medicine -- POT,1952,QC,0,,,,8,N,3,11
139557,,F,M,Graduate,Music,1997,QC,33798,2011,1996,17575,4,N,3,20
139558,,E,M,"Graduate, Student",Management,1948,QC,19404,1959,1954,18046,1,N,0,20
139559,,E,M,Graduate,Education -- General,2008,ON,3546,2015,2014,1667,12,N,1,7
139560,CEO,E,F,Graduate,Science -- General,1969,QC,0,,,,2,N,2,8
139561,,E,F,Graduate,Music,1985,NB,0,,,,2,N,2,8
139562,,E,M,Graduate,Arts -- General,1996,BC,41508,2013,2008,32791,1,N,0,20
139563,,E,F,Graduate,Engineer -- General,1993,ON,0,,,,11,N,0,0
139564,,E,F,Graduate,Science -- General,1967,QC,0,,,,10,Y,3,10
139565,,E,F,Graduate,Management,1994,ON,0,,,,10,N,0,2
139566,,E,F,Graduate,Arts -- General,1988,BC,0,,,,11,N,1,0
139567,,F,F,Graduate,Law,2000,ON,0,,,,14,N,1,6
139568,,E,F,Graduate,Law,1942,QC,27987,1942,1941,13154,10,N,2,18
139569,,E,F,Graduate,Management,1985,ON,7530,2000,1987,753,2,N,0,21
139570,, ,M,Graduate,Law,2001,BC,0,,,,0,N,3,19
139571,,E,M,Graduate,Management,2008,ON,0,,,,9,N,3,10
139572,,E,F,Graduate,Arts -- General,1972,ON,0,,,,9,N,0,6
139573,,E,F,Graduate,Science -- General,1968,ON,0,,,,6,N,1,22
139574,,F,F,Graduate,Science -- General,1960,ON,0,,,,3,N,2,8
139575,,E,M,"Graduate, Former Faculty/Staff",Medicine -- Nursing,1978,ON,38768,1987,1981,22485,8,N,2,17
139576,,E,M,Graduate,Arts -- General,1988,QC,0,,,,12,N,0,5
139577,,E,F,Graduate,Management,2004,QC,0,,,,4,N,0,13
139578,,E,F,Graduate,Engineer -- General,1988,ON,39595,1985,1985,12274,7,N,3,15
139579,,E,F,Graduate,Arts -- General,2001,QC,48722,2002,2000,36054,14,N,0,19
139580,,F,M,Graduate,Management,1945,SK,0,,,,7,N,1,16
139581,,F,M,"Graduate, Past Student",Arts -- General,1972,NB,0,,,,11,N,1,9
139582,,E,M,Graduate,Law,1972,ON,0,,,,10,N,2,22
139583,President,E,M,Graduate,Arts -- General,1946,QC,0,,,,13,N,0,20
139584,,E,M,Graduate,Medicine -- POT,1972,BC,0,,,,6,N,3,5
139585,,E,M,Graduate,Arts -- General,1943,QC,0,,,,7,N,3,10
139586,,E,F,Graduate,Medicine -- Nursing,2012,AB,0,,,,3,N,0,0
139587,,E,M,Graduate,Law,1949,ON,19911,1962,1951,13739,7,N,1,18
139588,,E,M,Graduate,Agr&Env -- General,2009,BC,24708,2015,2011,23473,11,N,2,16
139589,,F,F,Graduate,Medicine -- General,2007,ON,0,,,,14,N,2,5
139590,,E,F,Graduate,Science -- General,1973,AB,10230,1979,1977,4399,8,N,0,19
139591,,F,M,Graduate,Arts -- General,2012,ON,21918,2012,2012,1096,0,N,0,18
139592,, ,F,Graduate,Management,1964,BC,0,,,,6,N,3,11
139593,,E,F,Graduate,Science -- General,1978,QC,0,,,,3,N,0,17
139594,, ,M,Graduate,Management,1990,ON,0,,,,12,N,1,13
139595,,E,M,Graduate,Medicine -- General,2008,QC,0,,,,12,N,1,17
139596,,E,M,Graduate,Science -- General,1945,AB,0,,,,12,N,2,5
139597,,E,F,"Graduate, Past Student",Management,1983,BC,0,,,,1,N,0,18
139598,,E,F,Graduate,Arts -- General,1995,QC,0,,,,12,N,3,15
139599,,E,F,Graduate,Medicine -- Nursing,1958,QC,0,,,,11,N,3,4
139600,,E,F,Graduate,Science -- General,1986,MB,0,,,,14,N,0,19
139601,,E,F,"Graduate, Past Student",Engineer -- General,1957,NS,0,,,,5,N,1,6
139602,,E,F,Graduate,Law,1959,ON,13931,1960,1958,2926,12,N,2,16
139603,, ,F,Graduate,Medicine -- POT,1951,ON,31953,1955,1951,28438,5,N,2,17
139604,,E,F,Graduate,Arts -- General,1987,SK,0,,,,7,N,0,0
139605,CEO,E,F,Graduate,Medicine -- General,1950,QC,0,,,,3,N,0,10
139606,,E,M,Graduate,Arts -- General,1940,QC,0,,,,5,N,3,3
139607,,E,F,Graduate,Science -- General,1993,BC,0,,,,0,N,0,6
139608,,E,F,Graduate,Arts -- General,1987,MB,0,,,,13,N,1,9
139609,, ,M,Graduate,Arts -- General,1985,ON,34078,1997,1986,21128,3,N,1,17
139610,, ,M,Graduate,Continuing Education,1947,ON,45129,1959,1957,7672,2,N,2,20
139611,,E,F,Graduate,Arts -- Social Work,1976,QC,23535,2001,1980,471,4,N,0,15
139612,,F,M,Graduate,Science -- General,1993,QC,8591,2011,2006,7818,6,N,3,1
139613,, ,M,Graduate,Management,1959,BC,26993,1987,1958,7018,2,N,3,16
139614,, ,F,Graduate,Arts -- General,1983,ON,0,,,,15,N,0,17
139615,, ,M,Graduate,Arts -- General,1943,ON,0,,,,1,N,1,10
139616,,E,F,Graduate,Arts -- General,1944,ON,0,,,,11,N,2,10
139617,,F,M,Graduate,Arts -- General,1981,QC,0,,,,12,N,2,3
139618,,F,M,Graduate,Medicine -- General,1978,BC,0,,,,14,N,0,20
139619,,E,M,Graduate,Education -- General,1974,QC,0,,,,9,N,0,12
139620,,E,M,Graduate,Arts -- General,1952,QC,0,,,,12,N,3,7
139621,,E,F,Graduate,Education -- General,1981,NB,35851,2005,1991,2868,12,N,0,17
139622,,F,F,Graduate,Continuing Education,1969,BC,0,,,,1,N,1,2
139623,, ,M,Graduate,Music,1951,NS,0,,,,8,N,1,23
139624,, ,M,Graduate,Science -- General,1976,ON,0,,,,8,N,2,18
139625,,E,F,Graduate,Management,1966,ON,0,,,,1,N,0,12
139626,, ,F,Graduate,Agr&Env -- Dietetics,1945,MB,36056,1967,1944,21994,14,N,3,18
139627,,E,F,Graduate,Science -- Computer,1997,AB,0,,,,5,N,3,17
139628,,E,F,Graduate,Science -- General,1980,NB,0,,,,0,Y,0,13
139629,,E,F,Graduate,Law,1964,MB,0,,,,4,N,1,6
139630,,F,F,Graduate,Science -- General,1964,BC,0,,,,4,N,2,23
139631,,E,F,Graduate,Science -- General,1953,QC,0,,,,15,N,2,0
139632,,E,M,Graduate,Management,1984,BC,0,,,,3,N,0,1
139633,,E,F,Graduate,Management,1942,QC,0,,,,7,N,0,5
139634,, ,F,Graduate,Law,1964,ON,0,,,,10,N,3,17
139635,,E,F,Graduate,Arts -- General,1971,QC,0,,,,3,N,0,11
139636,,E,M,Graduate,Arts -- General,1995,NS,17242,1992,1992,12759,9,Y,1,19
139637,, ,M,Graduate,Medicine -- POT,2007,BC,0,,,,0,N,1,22
139638,,E,F,Graduate,Arts -- General,1941,BC,0,,,,4,Y,2,16
139639,,E,M,Graduate,Management,1969,ON,0,,,,15,N,0,21
139640,, ,M,Graduate,Arts -- General,1998,QC,21431,2014,2008,12001,0,N,3,15
139641,, ,M,Graduate,Arts -- General,1964,BC,42225,1983,1974,3800,11,N,3,18
139642,,F,F,Graduate,Arts -- General,2013,NB,0,,,,10,Y,0,18
139643,,F,F,Graduate,Education -- General,1949,ON,0,,,,13,N,1,21
139644,,F,F,Graduate,Arts -- General,2011,QC,0,,,,2,N,2,12
139645,,F,M,"Graduate, Former Faculty/Staff",Medicine -- General,2007,QC,0,,,,6,N,2,19
139646,,E,F,Graduate,Engineer -- General,1943,ON,0,,,,10,N,0,11
139647,,F,F,Graduate,Science -- General,1976,BC,0,,,,7,N,0,18
139648,,E,M,Graduate,Arts -- General,1995,BC,0,,,,3,N,3,19
139649,,E,M,Graduate,Management,2011,QC,0,,,,9,N,0,7
139650,,E,F,Graduate,Arts -- General,1979,NB,42769,1995,1983,35926,6,N,1,20
139651,,E,F,Graduate,Management,1957,QC,0,,,,7,N,1,16
139652,,E,M,Graduate,Engineer -- Architect,2001,ON,22583,2013,2001,20551,6,N,2,17
139653,,E,M,"Graduate, Past Parent",Management,2008,QC,0,,,,5,N,0,5
139654,,E,F,Graduate,Management,1982,QC,41885,1987,1987,34346,5,N,3,17
139655,,E,F,Graduate,Arts -- General,1981,ON,39028,1981,1981,32784,14,N,3,18
139656,, ,M,Graduate,Arts -- General,1965,QC,0,,,,2,N,0,17
139657,,E,M,Graduate,Science -- General,2012,NB,0,,,,12,N,1,5
139658,, ,F,Graduate,Arts -- General,1976,ON,0,,,,1,N,2,21
139659,,E,F,Graduate,Arts -- General,1987,ON,0,,,,5,N,2,16
139660,, ,F,Graduate,Management,1976,ON,0,,,,6,N,0,5
139661,,E,M,Graduate,Science -- General,2004,ON,0,,,,7,N,0,12
139662,,E,M,Graduate,Science -- General,1948,PE,0,,,,10,N,3,9
139663,,E,F,Graduate,Arts -- General,1970,BC,0,,,,7,N,0,6
139664,,E,F,Graduate,Continuing Education,1997,QC,0,,,,7,N,1,19
139665,, ,F,Graduate,Management,1963,MB,0,,,,12,N,1,21
139666,,E,M,Graduate,Arts -- General,1958,NB,0,,,,12,N,2,8
139667,, ,F,Graduate,Science -- General,1941,BC,36108,1971,1965,15888,6,N,0,15
139668,,E,F,Graduate,Continuing Education,1967,QC,35056,1989,1981,30499,3,Y,3,17
139669,,E,F,Graduate,Science -- General,1952,BC,14559,1966,1961,3494,10,N,3,19
139670,,E,M,Graduate,Law,1964,ON,0,,,,1,N,0,13
139671,,F,F,Graduate,Science -- General,1999,AB,0,,,,12,N,1,21
139672,, ,M,Graduate,Medicine -- General,1995,NB,47210,2009,2007,9914,4,N,2,19
139673,,E,M,Graduate,Arts -- General,1990,QC,0,,,,4,N,2,23
139674,,E,M,Graduate,Science -- General,1941,ON,0,,,,7,N,0,14
139675,, ,F,Graduate,Management,2013,NS,0,,,,14,N,0,3
139676,, ,F,Graduate,Arts -- General,1996,NB,16753,2011,2003,11560,7,N,3,16
139677,,F,F,Graduate,Management,1968,SK,0,,,,12,N,0,13
139678,,F,F,Graduate,Arts -- General,1960,QC,48549,1987,1967,5826,10,N,1,16
139679,,F,M,Graduate,Arts -- General,1987,QC,0,,,,12,N,1,15
139680,,F,F,Graduate,Medicine -- General,2014,BC,0,,,,1,N,2,6
139681,,F,M,Graduate,Science -- General,1959,ON,0,,,,1,N,0,3
139682,, ,M,Graduate,Law,1984,ON,0,,,,3,N,3,21
139683,,E,M,Graduate,Engineer -- General,1996,MB,0,,,,4,N,3,22
139684,,F,F,Graduate,Arts -- General,1942,QC,0,,,,10,N,0,7
139685,"Chairman, CEO",E,F,Graduate,Arts -- General,1965,AB,0,,,,9,N,1,21
139686,,E,F,Graduate,Continuing Education,1940,ON,6738,1968,1957,4380,6,N,2,22
139687,,E,M,Graduate,Religious Studies,2013,AB,0,,,,8,N,2,20
139688,,E,F,Graduate,Engineer -- General,2008,ON,21956,2011,2008,11198,10,N,0,16
139689,,E,M,Graduate,Arts -- General,1980,ON,0,,,,13,N,0,12
139690,,E,F,Graduate,Medicine -- General,1962,QC,0,,,,7,N,3,20
139691,,E,F,Graduate,Music,1950,ON,0,,,,6,N,0,18
139692,,E,M,Graduate,Science -- General,1958,SK,21715,1961,1960,4777,7,Y,1,15
139693,,E,F,Graduate,Management,1987,QC,30489,1993,1990,13110,12,Y,1,17
139694,,E,F,Graduate,Arts -- General,2003,ON,0,,,,13,Y,2,7
139695,,E,F,Graduate,Medicine -- POT,1955,ON,0,,,,9,N,0,23
139696,,E,F,Graduate,Arts -- General,1973,ON,46988,1998,1996,41349,6,N,3,18
139697,,E,F,Graduate,Science -- General,1984,ON,0,,,,2,N,3,23
139698,, ,F,Graduate,Engineer -- Urban,1982,ON,11510,2006,1997,3913,5,N,0,19
139699,,E,F,Graduate,Management,2012,ON,0,,,,9,N,1,12
139700,, ,M,"Graduate, Past Parent",Management,1943,QC,0,,,,11,N,2,17
139701,, ,F,Graduate,Arts -- General,2015,QC,0,,,,7,N,2,6
139702,,E,M,Graduate,Science -- General,1957,QC,0,,,,9,N,0,20
139703,,E,M,Graduate,Arts -- General,1945,QC,0,,,,8,N,0,7
139704,,E,M,Graduate,Engineer -- General,1967,BC,0,,,,6,N,3,4
139705,,E,M,Graduate,Arts -- General,1991,BC,0,,,,8,N,0,14
139706,,E,F,Graduate,Arts -- General,1999,BC,0,,,,4,N,1,14
139707,,E,M,Graduate,Education -- General,2001,ON,0,,,,4,Y,1,3
139708,,E,F,Graduate,Arts -- General,1990,AB,0,,,,15,N,2,5
139709,, ,M,Graduate,Management,1988,ON,0,,,,4,N,0,10
139710,,E,F,Graduate,Education -- General,2011,ON,0,,,,14,Y,3,7
139711,,E,M,Graduate,Arts -- Information (Library) Studies,1972,QC,0,,,,15,N,3,17
139712,,E,F,Graduate,Science -- General,2004,ON,33582,2008,2007,1679,11,N,0,18
139713,,E,F,Graduate,Medicine -- General,1943,QC,0,,,,0,N,1,23
139714,,E,F,Graduate,Continuing Education,1969,ON,0,,,,9,N,2,10
139715,,E,F,"Graduate, Current Parent",Law,1985,QC,0,,,,2,N,2,2
139716,,E,F,Graduate,Medicine -- POT,1950,BC,38854,1960,1950,21370,6,N,0,17
139717,CEO, ,M,Graduate,Science -- General,1975,QC,29084,1998,1996,17160,3,N,0,15
139718,, ,F,Graduate,Science -- General,1994,ON,0,,,,9,N,3,2
139719,,E,M,Graduate,Management,2009,ON,4581,2009,2009,1420,2,N,0,5
139720,,E,F,Graduate,Arts -- General,1960,AB,9793,1989,1978,6365,8,N,1,15
139721,, ,M,Graduate,Science -- General,1947,ON,0,,,,13,N,1,21
139722,President, ,M,Graduate,Arts -- General,1945,ON,0,,,,10,N,2,1
139723,, ,F,Graduate,Arts -- General,1963,SK,41035,1969,1964,10669,10,N,0,16
139724,, ,F,"Graduate, Past Parent",Management,1985,QC,0,,,,3,N,3,10
139725,,E,M,Graduate,Science -- General,1956,QC,0,,,,8,N,3,15
139726,, ,M,Graduate,Arts -- General,1985,ON,0,,,,11,Y,0,10
139727,,E,F,Graduate,Engineer -- Architect,1954,NS,0,,,,5,Y,1,7
139728,,E,M,"Graduate, Past Parent",Arts -- General,1990,ON,0,,,,10,N,2,15
139729,, ,M,Graduate,Management,1963,AB,0,,,,4,N,2,20
139730,,E,F,Graduate,Management,1966,NB,0,,,,5,N,0,8
139731,,E,F,Graduate,Education -- General,1980,BC,0,,,,11,N,0,17
139732,,F,F,Graduate,Arts -- General,1990,ON,0,,,,8,N,3,9
139733,,F,F,Graduate,Education -- General,1994,BC,0,,,,8,N,0,23
139734,,E,F,Graduate,Science -- General,1985,ON,49453,2000,1994,495,9,N,1,19
139735,, ,F,Graduate,Management,1999,BC,0,,,,13,N,1,12
139736,,F,M,Graduate,Arts -- General,1955,ON,12562,1966,1966,1005,1,N,2,20
139737,,E,M,Graduate,Education -- General,1942,QC,0,,,,0,N,0,2
139738,,E,F,"Graduate, Past Parent",Arts -- General,1942,AB,0,,,,15,N,3,12
139739,,E,F,Graduate,Arts -- General,1979,QC,0,,,,5,N,3,3
139740,,E,M,Graduate,Arts -- General,1994,ON,47544,1999,1995,40412,13,N,0,16
139741,,E,M,Graduate,Arts -- General,1957,MB,0,,,,5,N,1,12
139742,,E,F,Graduate,Law,1947,QC,0,,,,6,N,2,16
139743,,E,M,Graduate,Arts -- General,1970,PE,0,,,,14,N,2,23
139744,, ,M,Graduate,Management,1993,AB,0,,,,6,N,0,7
139745,,F,F,Graduate,Engineer -- Urban,2007,BC,37996,2008,2007,26217,8,N,0,17
139746,, ,M,Graduate,Management,1977,NB,0,,,,12,N,3,7
139747,,E,F,"Graduate, Past Parent",Arts -- General,2015,BC,0,,,,5,N,0,5
139748,,E,F,Graduate,Arts -- General,1990,QC,0,,,,2,N,1,2
139749,, ,F,Graduate,Arts -- General,1990,QC,0,,,,0,Y,1,14
139750,"Chairman, CEO",E,F,Graduate,Medicine -- Nursing,2008,BC,16760,2005,2005,12067,7,Y,2,18
139751,,E,M,Graduate,Arts -- General,1962,BC,0,,,,15,N,0,16
139752,,E,M,Graduate,Arts -- General,1958,QC,0,,,,8,N,3,11
139753,, ,F,Graduate,Arts -- General,1970,ON,36373,1989,1972,30553,0,N,3,19
139754,, ,M,Graduate,Continuing Education,1980,ON,0,,,,3,Y,0,7
139755,, ,M,Graduate,Arts -- General,1997,AB,0,,,,15,Y,1,15
